DateTime,GenerationUnitCode,AreaDisplayName,GenerationUnitType,Generation_MWh
2014-12-06,18WABO1-12345-D7,Spain (ES),Fossil Hard coal,0.0
2014-12-06,18WABO2-12345-DY,Spain (ES),Fossil Hard coal,404.3
2014-12-06,18WACE3-12345-CD,Spain (ES),Fossil Gas,182.9
2014-12-06,18WACE4-12345-C3,Spain (ES),Fossil Gas,0.0
2014-12-06,18WAL11-12345-AZ,Spain (ES),Hydro Water Reservoir,24.3
2014-12-06,18WAL12-12345-AP,Spain (ES),Hydro Water Reservoir,0.0
2014-12-06,18WAL13-12345-AF,Spain (ES),Hydro Water Reservoir,0.0
2014-12-06,18WAL14-12345-A5,Spain (ES),Hydro Water Reservoir,35.7
2014-12-06,18WAL15-12345-AW,Spain (ES),Hydro Water Reservoir,34.5
2014-12-06,18WAL16-12345-AM,Spain (ES),Hydro Water Reservoir,7.1
2014-12-06,18WAL21-12345-AO,Spain (ES),Hydro Water Reservoir,0.0
2014-12-06,18WAL21B-12345-W,Spain (ES),Hydro Pumped Storage,0.0
2014-12-06,18WAL22-12345-AE,Spain (ES),Hydro Water Reservoir,0.0
2014-12-06,18WAL22B-12345-M,Spain (ES),Hydro Pumped Storage,0.0
2014-12-06,18WALG3TG1-123-9,Spain (ES),Fossil Gas,0.0
2014-12-06,18WALG3TG2-123-2,Spain (ES),Fossil Gas,0.0
2014-12-06,18WALG3TV1-123-0,Spain (ES),Fossil Gas,0.0
2014-12-06,18WALL1-12345-DV,Spain (ES),Fossil Hard coal,0.0
2014-12-06,18WALZ1-12345-BT,Spain (ES),Nuclear,1003.7
2014-12-06,18WALZ2-12345-BJ,Spain (ES),Nuclear,1000.4
2014-12-06,18WAMBITG1-12--P,Spain (ES),Fossil Gas,0.0
2014-12-06,18WAMBITG2-12-CT,Spain (ES),Fossil Gas,0.0
2014-12-06,18WAMBITV-123-CK,Spain (ES),Fossil Gas,0.0
2014-12-06,18WARC3TG1-12-C4,Spain (ES),Fossil Gas,0.0
2014-12-06,18WARC3TG2-12-CY,Spain (ES),Fossil Gas,0.0
2014-12-06,18WARC3TV-123-CP,Spain (ES),Fossil Gas,0.0
2014-12-06,18WARCOS1-123-CR,Spain (ES),Fossil Gas,0.0
2014-12-06,18WARCOS2-123-CJ,Spain (ES),Fossil Gas,0.0
2014-12-06,18WARRU1-1234-CW,Spain (ES),Fossil Gas,0.0
2014-12-06,18WARRU2-1234-CN,Spain (ES),Fossil Gas,0.0
2014-12-06,18WASC1-12345-BD,Spain (ES),Nuclear,1007.8
2014-12-06,18WASC2-12345-B3,Spain (ES),Nuclear,0.0
2014-12-06,18WBAHITG1-12-CR,Spain (ES),Fossil Gas,134.5
2014-12-06,18WBAHITG2-12-CK,Spain (ES),Fossil Gas,0.0
2014-12-06,18WBAHITV-123-CB,Spain (ES),Fossil Gas,98.5
2014-12-06,18WBEL1-12345-AY,Spain (ES),Hydro Water Reservoir,0.0
2014-12-06,18WBEL2-12345-AO,Spain (ES),Hydro Water Reservoir,31.7
2014-12-06,18WBEL3-12345-AE,Spain (ES),Hydro Water Reservoir,40.2
2014-12-06,18WBES3-12345-C7,Spain (ES),Fossil Gas,0.0
2014-12-06,18WBES4-12345-CY,Spain (ES),Fossil Gas,189.3
2014-12-06,18WBES5TG1-123-2,Spain (ES),Fossil Gas,0.0
2014-12-06,18WBES5TG2-123-W,Spain (ES),Fossil Gas,0.0
2014-12-06,18WBES5TV-1234-K,Spain (ES),Fossil Gas,0.0
2014-12-06,18WBRR1-12345-DS,Spain (ES),Fossil Hard coal,0.0
2014-12-06,18WCA21-12345-AJ,Spain (ES),Hydro Water Reservoir,14.2
2014-12-06,18WCAMGI10-12-CK,Spain (ES),Fossil Gas,0.0
2014-12-06,18WCAMGI20-12-CC,Spain (ES),Fossil Gas,0.0
2014-12-06,18WCCO2-12345-DX,Spain (ES),Fossil Hard coal,0.0
2014-12-06,18WCCO3-12345-DN,Spain (ES),Fossil Hard coal,294.7
2014-12-06,18WCED1-12345-AZ,Spain (ES),Hydro Water Reservoir,0.0
2014-12-06,18WCED2-12345-AP,Spain (ES),Hydro Water Reservoir,0.0
2014-12-06,18WCED3-12345-AF,Spain (ES),Hydro Water Reservoir,0.0
2014-12-06,18WCED4-12345-A5,Spain (ES),Hydro Water Reservoir,0.0
2014-12-06,18WCO21-12345--L,Spain (ES),Hydro Water Reservoir,0.0
2014-12-06,18WCO22-12345-AQ,Spain (ES),Hydro Water Reservoir,0.0
2014-12-06,18WCOF1-12345-B2,Spain (ES),Nuclear,1064.1
2014-12-06,18WCOL4-12345-CF,Spain (ES),Fossil Gas,0.0
2014-12-06,18WCOM4-12345-D2,Spain (ES),Fossil Hard coal,0.0
2014-12-06,18WCOM5-12345-DT,Spain (ES),Fossil Hard coal,0.0
2014-12-06,18WCTGN1-1234-CP,Spain (ES),Fossil Gas,166.6
2014-12-06,18WCTGN2-1234-CG,Spain (ES),Fossil Gas,0.0
2014-12-06,18WCTGN3-1234-C7,Spain (ES),Fossil Gas,0.0
2014-12-06,18WCTJON1-123-CJ,Spain (ES),Fossil Gas,0.0
2014-12-06,18WCTJON2-123-CB,Spain (ES),Fossil Gas,0.0
2014-12-06,18WCTJON3-1234-E,Spain (ES),Fossil Gas,0.0
2014-12-06,18WCTN3TG1-12-CI,Spain (ES),Fossil Gas,0.0
2014-12-06,18WCTN3TG2-12-CB,Spain (ES),Fossil Gas,0.0
2014-12-06,18WCTN3TV-123-C2,Spain (ES),Fossil Gas,0.0
2014-12-06,18WCTN4TG1-123-M,Spain (ES),Fossil Gas,0.0
2014-12-06,18WCTN4TG2-123-F,Spain (ES),Fossil Gas,0.0
2014-12-06,18WCTN4TV-1234-3,Spain (ES),Fossil Gas,0.0
2014-12-06,18WCTNUTG1-12-C7,Spain (ES),Fossil Gas,0.0
2014-12-06,18WCTNUTG2-12-C0,Spain (ES),Fossil Gas,0.0
2014-12-06,18WCTNUTV-123-CS,Spain (ES),Fossil Gas,0.0
2014-12-06,18WECH1-12345-DK,Spain (ES),Fossil Brown coal/Lignite,0.0
2014-12-06,18WECT3TG1-123-X,Spain (ES),Fossil Gas,0.0
2014-12-06,18WECT3TG2-123-Q,Spain (ES),Fossil Gas,0.0
2014-12-06,18WECT3TV1-123-O,Spain (ES),Fossil Gas,0.0
2014-12-06,18WELC1-12345-GZ,Spain (ES),Fossil Hard coal,220.7
2014-12-06,18WESC6TG1-12-CL,Spain (ES),Fossil Gas,0.0
2014-12-06,18WESC6TG2-12-CE,Spain (ES),Fossil Gas,0.0
2014-12-06,18WESC6TV-123-C5,Spain (ES),Fossil Gas,0.0
2014-12-06,18WESCCC1-123-C5,Spain (ES),Fossil Gas,0.0
2014-12-06,18WESCCC2-123-CY,Spain (ES),Fossil Gas,0.0
2014-12-06,18WESCCC3-123-CQ,Spain (ES),Fossil Gas,0.0
2014-12-06,18WEST21-12345-C,Spain (ES),Hydro Water Reservoir,4.7
2014-12-06,18WFOI1-12345-D0,Spain (ES),Fossil Gas,0.0
2014-12-06,18WGAR1-12345-BN,Spain (ES),Nuclear,0.0
2014-12-06,18WGUA1-12345-D3,Spain (ES),Fossil Hard coal,0.0
2014-12-06,18WGUA2-12345-DU,Spain (ES),Fossil Hard coal,0.0
2014-12-06,18WGYG1-12345-A6,Spain (ES),Hydro Water Reservoir,0.0
2014-12-06,18WJMO1-12345-AN,Spain (ES),Hydro Water Reservoir,0.0
2014-12-06,18WJMO2-12345-AD,Spain (ES),Hydro Water Reservoir,0.0
2014-12-06,18WJMO3-12345-A3,Spain (ES),Hydro Water Reservoir,0.0
2014-12-06,18WJMO4-12345-AU,Spain (ES),Hydro Water Reservoir,0.0
2014-12-06,18WLAD4-123456-B,Spain (ES),Fossil Hard coal,200.6
2014-12-06,18WLIT1-123456-S,Spain (ES),Fossil Hard coal,177.5
2014-12-06,18WLIT2-123456-I,Spain (ES),Fossil Hard coal,406.9
2014-12-06,18WMALA1-1234567,Spain (ES),Fossil Gas,171.6
2014-12-06,18WMEI1-12345-DT,Spain (ES),Fossil Hard coal,253.8
2014-12-06,18WMUE1-12345-FP,Spain (ES),Hydro Water Reservoir,0.0
2014-12-06,18WMUE1B-12345-6,Spain (ES),Hydro Pumped Storage,0.0
2014-12-06,18WMUE2-12345-FF,Spain (ES),Hydro Water Reservoir,0.0
2014-12-06,18WMUE2B-12345-X,Spain (ES),Hydro Pumped Storage,0.0
2014-12-06,18WMUE3-12345-F5,Spain (ES),Hydro Water Reservoir,0.0
2014-12-06,18WMUE3B-12345-N,Spain (ES),Hydro Pumped Storage,0.0
2014-12-06,18WNRC2-12345-DR,Spain (ES),Fossil Hard coal,0.0
2014-12-06,18WNRC3-12345-DH,Spain (ES),Fossil Hard coal,0.0
2014-12-06,18WPALOS1-123-CB,Spain (ES),Fossil Gas,0.0
2014-12-06,18WPALOS2-123-C3,Spain (ES),Fossil Gas,0.0
2014-12-06,18WPALOS3-123-CW,Spain (ES),Fossil Gas,0.0
2014-12-06,18WPBCN1-1234-PG,Spain (ES),Fossil Gas,0.0
2014-12-06,18WPBCN2-1234-P7,Spain (ES),Fossil Gas,230.4
2014-12-06,18WPGR1-12345-DF,Spain (ES),Fossil Hard coal,258.1
2014-12-06,18WPGR2-12345-D5,Spain (ES),Fossil Hard coal,0.0
2014-12-06,18WPGR3-12345-DW,Spain (ES),Fossil Hard coal,135.6
2014-12-06,18WPGR4-12345-DM,Spain (ES),Fossil Hard coal,275.0
2014-12-06,18WPGR5TG1-123-T,Spain (ES),Fossil Gas,0.0
2014-12-06,18WPGR5TG2-123-M,Spain (ES),Fossil Gas,0.0
2014-12-06,18WPGR5TV-1234-A,Spain (ES),Fossil Gas,0.0
2014-12-06,18WPLL1-12345-DL,Spain (ES),Fossil Hard coal,0.0
2014-12-06,18WPNN3-12345-DT,Spain (ES),Fossil Hard coal,270.6
2014-12-06,18WPVENT1-1234-X,Spain (ES),Fossil Gas,0.0
2014-12-06,18WPVENT2-1234-P,Spain (ES),Fossil Gas,0.0
2014-12-06,18WRIC21-1234-AZ,Spain (ES),Hydro Water Reservoir,0.0
2014-12-06,18WROB1-12345-DW,Spain (ES),Fossil Hard coal,0.0
2014-12-06,18WROB2-12345-DM,Spain (ES),Fossil Hard coal,0.0
2014-12-06,18WSA21-12345-AX,Spain (ES),Hydro Water Reservoir,0.0
2014-12-06,18WSA22-12345-AN,Spain (ES),Hydro Water Reservoir,0.0
2014-12-06,18WSAGU1-1234-CC,Spain (ES),Fossil Gas,246.7
2014-12-06,18WSAGU2-1234-C3,Spain (ES),Fossil Gas,187.0
2014-12-06,18WSAGU3-1234-CV,Spain (ES),Fossil Gas,0.0
2014-12-06,18WSBO3-12345-CE,Spain (ES),Fossil Gas,0.0
2014-12-06,18WSLT1-12345-F1,Spain (ES),Hydro Water Reservoir,0.0
2014-12-06,18WSLT1B-12345-J,Spain (ES),Hydro Pumped Storage,0.0
2014-12-06,18WSLT2-12345-FS,Spain (ES),Hydro Water Reservoir,20.2
2014-12-06,18WSLT2B-12345-9,Spain (ES),Hydro Pumped Storage,0.0
2014-12-06,18WSLT3-12345-FI,Spain (ES),Hydro Water Reservoir,0.0
2014-12-06,18WSLT3B--1234-V,Spain (ES),Hydro Pumped Storage,0.0
2014-12-06,18WSLT4-12345-F8,Spain (ES),Hydro Water Reservoir,29.6
2014-12-06,18WSLT4B-12345-Q,Spain (ES),Hydro Pumped Storage,0.0
2014-12-06,18WSOU1-12345-A1,Spain (ES),Hydro Water Reservoir,0.0
2014-12-06,18WSRI2-12345-D7,Spain (ES),Fossil Hard coal,0.0
2014-12-06,18WSRI3-12345-DY,Spain (ES),Fossil Hard coal,0.0
2014-12-06,18WSRI4-123456-V,Spain (ES),Fossil Gas,0.0
2014-12-06,18WSRI5-12345--5,Spain (ES),Fossil Gas,0.0
2014-12-06,18WSROQ1-1234-CJ,Spain (ES),Fossil Gas,187.5
2014-12-06,18WSROQ2-1234-CA,Spain (ES),Fossil Gas,124.3
2014-12-06,18WSTC4-12345-CV,Spain (ES),Fossil Gas,0.0
2014-12-06,18WTAPOWER-12-C7,Spain (ES),Fossil Gas,0.0
2014-12-06,18WTARRAG-123-CG,Spain (ES),Fossil Gas,0.0
2014-12-06,18WTER1-12345-DO,Spain (ES),Fossil Brown coal/Lignite,297.4
2014-12-06,18WTER2-12345-DE,Spain (ES),Fossil Brown coal/Lignite,0.0
2014-12-06,18WTER3-12345-D4,Spain (ES),Fossil Brown coal/Lignite,0.0
2014-12-06,18WTJE1B-12345-A,Spain (ES),Hydro Pumped Storage,0.0
2014-12-06,18WTJE2B-12345-0,Spain (ES),Hydro Pumped Storage,0.0
2014-12-06,18WTJE3B-12345-R,Spain (ES),Hydro Pumped Storage,0.0
2014-12-06,18WTJE4B-12345-H,Spain (ES),Hydro Pumped Storage,0.0
2014-12-06,18WTRL1-12345-BC,Spain (ES),Nuclear,990.1
2014-12-06,18WVAN2-12345-BA,Spain (ES),Nuclear,1030.2
2014-12-06,18WVC21-12345-A7,Spain (ES),Hydro Water Reservoir,6.3
2014-12-06,18WVRN1-12345-A3,Spain (ES),Hydro Water Reservoir,0.4
2014-12-06,18WVRN1B-12345-B,Spain (ES),Hydro Pumped Storage,0.0
2014-12-06,18WVRN2-12345-AU,Spain (ES),Hydro Water Reservoir,0.0
2014-12-06,18WVRN2B-12345-1,Spain (ES),Hydro Pumped Storage,0.0
2014-12-06,18WVRN3-12345-AK,Spain (ES),Hydro Water Reservoir,0.0
2014-12-06,18WVRN3B-12345-S,Spain (ES),Hydro Pumped Storage,0.0
2014-12-06,18WVRN4-12345-AA,Spain (ES),Hydro Water Reservoir,0.0
2014-12-06,18WVRN4B-12345-I,Spain (ES),Hydro Pumped Storage,0.0
2014-12-06,18WVRN5-12345-A0,Spain (ES),Hydro Water Reservoir,0.0
2014-12-06,18WVRN5B-12345-8,Spain (ES),Hydro Pumped Storage,0.0
2014-12-06,18WVRN6-12345-AR,Spain (ES),Hydro Water Reservoir,0.0
2014-12-06,18WVRN6B-12345-Z,Spain (ES),Hydro Pumped Storage,0.0
2014-12-07,18WABO1-12345-D7,Spain (ES),Fossil Hard coal,0.0
2014-12-07,18WABO2-12345-DY,Spain (ES),Fossil Hard coal,9395.2
2014-12-07,18WACE3-12345-CD,Spain (ES),Fossil Gas,2083.5
2014-12-07,18WACE4-12345-C3,Spain (ES),Fossil Gas,2257.8
2014-12-07,18WAL11-12345-AZ,Spain (ES),Hydro Water Reservoir,901.2
2014-12-07,18WAL12-12345-AP,Spain (ES),Hydro Water Reservoir,0.5
2014-12-07,18WAL13-12345-AF,Spain (ES),Hydro Water Reservoir,0.0
2014-12-07,18WAL14-12345-A5,Spain (ES),Hydro Water Reservoir,1469.4
2014-12-07,18WAL15-12345-AW,Spain (ES),Hydro Water Reservoir,1916.2
2014-12-07,18WAL16-12345-AM,Spain (ES),Hydro Water Reservoir,0.9
2014-12-07,18WAL21-12345-AO,Spain (ES),Hydro Water Reservoir,0.0
2014-12-07,18WAL21B-12345-W,Spain (ES),Hydro Pumped Storage,0.0
2014-12-07,18WAL22-12345-AE,Spain (ES),Hydro Water Reservoir,0.0
2014-12-07,18WAL22B-12345-M,Spain (ES),Hydro Pumped Storage,0.0
2014-12-07,18WALG3TG1-123-9,Spain (ES),Fossil Gas,0.0
2014-12-07,18WALG3TG2-123-2,Spain (ES),Fossil Gas,0.0
2014-12-07,18WALG3TV1-123-0,Spain (ES),Fossil Gas,0.0
2014-12-07,18WALL1-12345-DV,Spain (ES),Fossil Hard coal,0.0
2014-12-07,18WALZ1-12345-BT,Spain (ES),Nuclear,24087.8
2014-12-07,18WALZ2-12345-BJ,Spain (ES),Nuclear,24009.9
2014-12-07,18WAMBITG1-12--P,Spain (ES),Fossil Gas,0.0
2014-12-07,18WAMBITG2-12-CT,Spain (ES),Fossil Gas,0.0
2014-12-07,18WAMBITV-123-CK,Spain (ES),Fossil Gas,0.0
2014-12-07,18WARC3TG1-12-C4,Spain (ES),Fossil Gas,0.0
2014-12-07,18WARC3TG2-12-CY,Spain (ES),Fossil Gas,0.0
2014-12-07,18WARC3TV-123-CP,Spain (ES),Fossil Gas,0.0
2014-12-07,18WARCOS1-123-CR,Spain (ES),Fossil Gas,0.0
2014-12-07,18WARCOS2-123-CJ,Spain (ES),Fossil Gas,0.0
2014-12-07,18WARRU1-1234-CW,Spain (ES),Fossil Gas,0.0
2014-12-07,18WARRU2-1234-CN,Spain (ES),Fossil Gas,0.0
2014-12-07,18WASC1-12345-BD,Spain (ES),Nuclear,24188.2
2014-12-07,18WASC2-12345-B3,Spain (ES),Nuclear,0.0
2014-12-07,18WBAHITG1-12-CR,Spain (ES),Fossil Gas,3233.5
2014-12-07,18WBAHITG2-12-CK,Spain (ES),Fossil Gas,0.0
2014-12-07,18WBAHITV-123-CB,Spain (ES),Fossil Gas,2361.1
2014-12-07,18WBEL1-12345-AY,Spain (ES),Hydro Water Reservoir,0.0
2014-12-07,18WBEL2-12345-AO,Spain (ES),Hydro Water Reservoir,86.6
2014-12-07,18WBEL3-12345-AE,Spain (ES),Hydro Water Reservoir,388.7
2014-12-07,18WBES3-12345-C7,Spain (ES),Fossil Gas,0.0
2014-12-07,18WBES4-12345-CY,Spain (ES),Fossil Gas,5650.3
2014-12-07,18WBES5TG1-123-2,Spain (ES),Fossil Gas,0.0
2014-12-07,18WBES5TG2-123-W,Spain (ES),Fossil Gas,707.2
2014-12-07,18WBES5TV-1234-K,Spain (ES),Fossil Gas,528.8
2014-12-07,18WBRR1-12345-DS,Spain (ES),Fossil Hard coal,340.1
2014-12-07,18WCA21-12345-AJ,Spain (ES),Hydro Water Reservoir,1104.3
2014-12-07,18WCAMGI10-12-CK,Spain (ES),Fossil Gas,0.0
2014-12-07,18WCAMGI20-12-CC,Spain (ES),Fossil Gas,0.0
2014-12-07,18WCCO2-12345-DX,Spain (ES),Fossil Hard coal,0.0
2014-12-07,18WCCO3-12345-DN,Spain (ES),Fossil Hard coal,6991.9
2014-12-07,18WCED1-12345-AZ,Spain (ES),Hydro Water Reservoir,373.2
2014-12-07,18WCED2-12345-AP,Spain (ES),Hydro Water Reservoir,0.0
2014-12-07,18WCED3-12345-AF,Spain (ES),Hydro Water Reservoir,444.7
2014-12-07,18WCED4-12345-A5,Spain (ES),Hydro Water Reservoir,0.0
2014-12-07,18WCO21-12345--L,Spain (ES),Hydro Water Reservoir,0.0
2014-12-07,18WCO22-12345-AQ,Spain (ES),Hydro Water Reservoir,0.0
2014-12-07,18WCOF1-12345-B2,Spain (ES),Nuclear,25546.0
2014-12-07,18WCOL4-12345-CF,Spain (ES),Fossil Gas,0.0
2014-12-07,18WCOM4-12345-D2,Spain (ES),Fossil Hard coal,0.0
2014-12-07,18WCOM5-12345-DT,Spain (ES),Fossil Hard coal,0.0
2014-12-07,18WCTGN1-1234-CP,Spain (ES),Fossil Gas,2216.6
2014-12-07,18WCTGN2-1234-CG,Spain (ES),Fossil Gas,0.0
2014-12-07,18WCTGN3-1234-C7,Spain (ES),Fossil Gas,0.0
2014-12-07,18WCTJON1-123-CJ,Spain (ES),Fossil Gas,0.0
2014-12-07,18WCTJON2-123-CB,Spain (ES),Fossil Gas,0.0
2014-12-07,18WCTJON3-1234-E,Spain (ES),Fossil Gas,0.0
2014-12-07,18WCTN3TG1-12-CI,Spain (ES),Fossil Gas,0.0
2014-12-07,18WCTN3TG2-12-CB,Spain (ES),Fossil Gas,0.0
2014-12-07,18WCTN3TV-123-C2,Spain (ES),Fossil Gas,0.0
2014-12-07,18WCTN4TG1-123-M,Spain (ES),Fossil Gas,0.0
2014-12-07,18WCTN4TG2-123-F,Spain (ES),Fossil Gas,0.0
2014-12-07,18WCTN4TV-1234-3,Spain (ES),Fossil Gas,0.0
2014-12-07,18WCTNUTG1-12-C7,Spain (ES),Fossil Gas,0.0
2014-12-07,18WCTNUTG2-12-C0,Spain (ES),Fossil Gas,0.0
2014-12-07,18WCTNUTV-123-CS,Spain (ES),Fossil Gas,0.0
2014-12-07,18WECH1-12345-DK,Spain (ES),Fossil Brown coal/Lignite,0.0
2014-12-07,18WECT3TG1-123-X,Spain (ES),Fossil Gas,0.0
2014-12-07,18WECT3TG2-123-Q,Spain (ES),Fossil Gas,0.0
2014-12-07,18WECT3TV1-123-O,Spain (ES),Fossil Gas,0.0
2014-12-07,18WELC1-12345-GZ,Spain (ES),Fossil Hard coal,5587.1
2014-12-07,18WESC6TG1-12-CL,Spain (ES),Fossil Gas,0.0
2014-12-07,18WESC6TG2-12-CE,Spain (ES),Fossil Gas,0.0
2014-12-07,18WESC6TV-123-C5,Spain (ES),Fossil Gas,0.0
2014-12-07,18WESCCC1-123-C5,Spain (ES),Fossil Gas,0.0
2014-12-07,18WESCCC2-123-CY,Spain (ES),Fossil Gas,0.0
2014-12-07,18WESCCC3-123-CQ,Spain (ES),Fossil Gas,0.0
2014-12-07,18WEST21-12345-C,Spain (ES),Hydro Water Reservoir,659.4
2014-12-07,18WFOI1-12345-D0,Spain (ES),Fossil Gas,0.0
2014-12-07,18WGAR1-12345-BN,Spain (ES),Nuclear,0.0
2014-12-07,18WGUA1-12345-D3,Spain (ES),Fossil Hard coal,0.0
2014-12-07,18WGUA2-12345-DU,Spain (ES),Fossil Hard coal,0.0
2014-12-07,18WGYG1-12345-A6,Spain (ES),Hydro Water Reservoir,0.0
2014-12-07,18WJMO1-12345-AN,Spain (ES),Hydro Water Reservoir,0.0
2014-12-07,18WJMO2-12345-AD,Spain (ES),Hydro Water Reservoir,515.6
2014-12-07,18WJMO3-12345-A3,Spain (ES),Hydro Water Reservoir,357.8
2014-12-07,18WJMO4-12345-AU,Spain (ES),Hydro Water Reservoir,0.0
2014-12-07,18WLAD4-123456-B,Spain (ES),Fossil Hard coal,6509.4
2014-12-07,18WLIT1-123456-S,Spain (ES),Fossil Hard coal,4274.2
2014-12-07,18WLIT2-123456-I,Spain (ES),Fossil Hard coal,10634.7
2014-12-07,18WMALA1-1234567,Spain (ES),Fossil Gas,5790.7
2014-12-07,18WMEI1-12345-DT,Spain (ES),Fossil Hard coal,7969.5
2014-12-07,18WMUE1-12345-FP,Spain (ES),Hydro Water Reservoir,0.0
2014-12-07,18WMUE1B-12345-6,Spain (ES),Hydro Pumped Storage,0.0
2014-12-07,18WMUE2-12345-FF,Spain (ES),Hydro Water Reservoir,0.0
2014-12-07,18WMUE2B-12345-X,Spain (ES),Hydro Pumped Storage,0.0
2014-12-07,18WMUE3-12345-F5,Spain (ES),Hydro Water Reservoir,0.0
2014-12-07,18WMUE3B-12345-N,Spain (ES),Hydro Pumped Storage,0.0
2014-12-07,18WNRC2-12345-DR,Spain (ES),Fossil Hard coal,0.0
2014-12-07,18WNRC3-12345-DH,Spain (ES),Fossil Hard coal,0.0
2014-12-07,18WPALOS1-123-CB,Spain (ES),Fossil Gas,0.0
2014-12-07,18WPALOS2-123-C3,Spain (ES),Fossil Gas,0.0
2014-12-07,18WPALOS3-123-CW,Spain (ES),Fossil Gas,0.0
2014-12-07,18WPBCN1-1234-PG,Spain (ES),Fossil Gas,0.0
2014-12-07,18WPBCN2-1234-P7,Spain (ES),Fossil Gas,6066.400000000001
2014-12-07,18WPGR1-12345-DF,Spain (ES),Fossil Hard coal,6884.2
2014-12-07,18WPGR2-12345-D5,Spain (ES),Fossil Hard coal,0.0
2014-12-07,18WPGR3-12345-DW,Spain (ES),Fossil Hard coal,0.0
2014-12-07,18WPGR4-12345-DM,Spain (ES),Fossil Hard coal,7224.6
2014-12-07,18WPGR5TG1-123-T,Spain (ES),Fossil Gas,0.0
2014-12-07,18WPGR5TG2-123-M,Spain (ES),Fossil Gas,0.0
2014-12-07,18WPGR5TV-1234-A,Spain (ES),Fossil Gas,0.0
2014-12-07,18WPLL1-12345-DL,Spain (ES),Fossil Hard coal,0.0
2014-12-07,18WPNN3-12345-DT,Spain (ES),Fossil Hard coal,6564.2
2014-12-07,18WPVENT1-1234-X,Spain (ES),Fossil Gas,0.0
2014-12-07,18WPVENT2-1234-P,Spain (ES),Fossil Gas,0.0
2014-12-07,18WRIC21-1234-AZ,Spain (ES),Hydro Water Reservoir,0.0
2014-12-07,18WROB1-12345-DW,Spain (ES),Fossil Hard coal,0.0
2014-12-07,18WROB2-12345-DM,Spain (ES),Fossil Hard coal,0.0
2014-12-07,18WSA21-12345-AX,Spain (ES),Hydro Water Reservoir,0.0
2014-12-07,18WSA22-12345-AN,Spain (ES),Hydro Water Reservoir,0.0
2014-12-07,18WSAGU1-1234-CC,Spain (ES),Fossil Gas,2488.1
2014-12-07,18WSAGU2-1234-C3,Spain (ES),Fossil Gas,6263.900000000001
2014-12-07,18WSAGU3-1234-CV,Spain (ES),Fossil Gas,2589.3
2014-12-07,18WSBO3-12345-CE,Spain (ES),Fossil Gas,0.0
2014-12-07,18WSLT1-12345-F1,Spain (ES),Hydro Water Reservoir,0.0
2014-12-07,18WSLT1B-12345-J,Spain (ES),Hydro Pumped Storage,0.0
2014-12-07,18WSLT2-12345-FS,Spain (ES),Hydro Water Reservoir,538.4
2014-12-07,18WSLT2B-12345-9,Spain (ES),Hydro Pumped Storage,0.0
2014-12-07,18WSLT3-12345-FI,Spain (ES),Hydro Water Reservoir,0.0
2014-12-07,18WSLT3B--1234-V,Spain (ES),Hydro Pumped Storage,0.0
2014-12-07,18WSLT4-12345-F8,Spain (ES),Hydro Water Reservoir,616.3000000000001
2014-12-07,18WSLT4B-12345-Q,Spain (ES),Hydro Pumped Storage,0.0
2014-12-07,18WSOU1-12345-A1,Spain (ES),Hydro Water Reservoir,0.4
2014-12-07,18WSRI2-12345-D7,Spain (ES),Fossil Hard coal,0.0
2014-12-07,18WSRI3-12345-DY,Spain (ES),Fossil Hard coal,0.0
2014-12-07,18WSRI4-123456-V,Spain (ES),Fossil Gas,1217.8
2014-12-07,18WSRI5-12345--5,Spain (ES),Fossil Gas,0.0
2014-12-07,18WSROQ1-1234-CJ,Spain (ES),Fossil Gas,4694.1
2014-12-07,18WSROQ2-1234-CA,Spain (ES),Fossil Gas,3177.6
2014-12-07,18WSTC4-12345-CV,Spain (ES),Fossil Gas,0.0
2014-12-07,18WTAPOWER-12-C7,Spain (ES),Fossil Gas,0.0
2014-12-07,18WTARRAG-123-CG,Spain (ES),Fossil Gas,0.0
2014-12-07,18WTER1-12345-DO,Spain (ES),Fossil Brown coal/Lignite,7344.0
2014-12-07,18WTER2-12345-DE,Spain (ES),Fossil Brown coal/Lignite,0.0
2014-12-07,18WTER3-12345-D4,Spain (ES),Fossil Brown coal/Lignite,0.0
2014-12-07,18WTJE1B-12345-A,Spain (ES),Hydro Pumped Storage,0.0
2014-12-07,18WTJE2B-12345-0,Spain (ES),Hydro Pumped Storage,0.0
2014-12-07,18WTJE3B-12345-R,Spain (ES),Hydro Pumped Storage,0.0
2014-12-07,18WTJE4B-12345-H,Spain (ES),Hydro Pumped Storage,0.0
2014-12-07,18WTRL1-12345-BC,Spain (ES),Nuclear,23802.8
2014-12-07,18WVAN2-12345-BA,Spain (ES),Nuclear,24729.100000000002
2014-12-07,18WVC21-12345-A7,Spain (ES),Hydro Water Reservoir,488.5
2014-12-07,18WVRN1-12345-A3,Spain (ES),Hydro Water Reservoir,818.9
2014-12-07,18WVRN1B-12345-B,Spain (ES),Hydro Pumped Storage,0.0
2014-12-07,18WVRN2-12345-AU,Spain (ES),Hydro Water Reservoir,789.6
2014-12-07,18WVRN2B-12345-1,Spain (ES),Hydro Pumped Storage,0.0
2014-12-07,18WVRN3-12345-AK,Spain (ES),Hydro Water Reservoir,0.0
2014-12-07,18WVRN3B-12345-S,Spain (ES),Hydro Pumped Storage,0.0
2014-12-07,18WVRN4-12345-AA,Spain (ES),Hydro Water Reservoir,0.0
